Manifest Identification Number,Ship Name,Port of Departure (Embarkation),Date of Arrival
16362,MUNCHEN,14,7/2/1891 0:00:00
16363,CASPIAN,80,7/7/1891 0:00:00
16364,WEIMAR,14,7/14/1891 0:00:00
16365,AMERICA,14,7/22/1891 0:00:00
16366,NOVA SCOTIAN,4,7/24/1891 0:00:00
16367,DRESDEN,14,7/28/1891 0:00:00
16368,ZAANDAM,15,8/1/1891 0:00:00
16369,HERMANN,14,8/7/1891 0:00:00
16370,MUNCHEN,14,8/11/1891 0:00:00
16371,SLAVONIA,23,8/19/1891 0:00:00
16372,STUTTGART,14,8/19/1891 0:00:00
16373,WEIMAR,14,8/26/1891 0:00:00
16375,KARLSRUHE,14,9/2/1891 0:00:00
16376,DRESDEN,14,9/10/1891 0:00:00
16377,P. CALAND,27,9/16/1891 0:00:00
16379,HABSBURG,14,9/17/1891 0:00:00
16380,MUNCHEN,14,9/24/1891 0:00:00
16381,STUTTGART,14,9/30/1891 0:00:00
16382,RUSSIA,23,10/1/1891 0:00:00
16383,CASPIAN,80,10/3/1891 0:00:00
16385,WEIMAR,14,10/7/1891 0:00:00
16386,SLAVONIA,23,10/16/1891 0:00:00
16387,HERMANN,14,10/17/1891 0:00:00
16388,NOVA SCOTIAN,4,10/20/1891 0:00:00
16389,DRESDEN,14,10/22/1891 0:00:00
16390,SCANDIA,23,5/20/1892 0:00:00
16391,DRESDEN,14,11/30/1892 0:00:00
16392,HUMPHREY,14,2/13/1840 0:00:00
16393,CHARLOTTE,14,4/22/1840 0:00:00
16394,GUSTAV,14,5/25/1840 0:00:00
16395,EUROPE,14,5/29/1840 0:00:00
16396,ELISE,14,6/1/1840 0:00:00
16397,FERDINAND,14,6/11/1840 0:00:00
16398,SOPHIA,14,6/16/1840 0:00:00
16399,COPERNICUS,14,6/23/1840 0:00:00
16400,ERNST & GUSTAV,14,6/30/1840 0:00:00
16401,EVERHARD,14,6/30/1840 0:00:00
16402,CHARLOTTE,14,6/30/1840 0:00:00
16403,PILOT,14,7/6/1840 0:00:00
16404,STROBO,16,7/6/1840 0:00:00
16405,EMIL,15,7/10/1840 0:00:00
16406,NEPTUNE,14,7/14/1840 0:00:00
16407,JOHANNES,14,7/18/1840 0:00:00
16408,ACTIVE,14,7/23/1840 0:00:00
16409,HUMPHREY,14,7/25/1840 0:00:00
16410,ALEXANDER,14,7/25/1840 0:00:00
16411,CLEMENTINE,14,7/28/1840 0:00:00
16412,SCOTLAND,16,7/29/1840 0:00:00
16413,VIRGINIA,14,7/29/1840 0:00:00
16414,CHRISTOPHER COLUMBUS,16,7/31/1840 0:00:00
16415,LUCILLA,14,8/3/1840 0:00:00
16416,BANGOR,16,8/6/1840 0:00:00
16417,DOROTHEA & LOUISE,14,8/11/1840 0:00:00
16418,AMERICA,14,8/17/1840 0:00:00
16419,HELENA,16,8/19/1840 0:00:00
16420,COLCHIS,16,8/20/1840 0:00:00
16421,CHILO,14,8/20/1840 0:00:00
16422,CASPAR,14,8/21/1840 0:00:00
16423,CHARLES,14,8/28/1840 0:00:00
16424,SEA LION,14,8/31/1840 0:00:00
16425,VESPER,14,9/17/1840 0:00:00
16426,GLOBE,14,9/17/1840 0:00:00
16427,MINERVA,14,9/18/1840 0:00:00
16428,JOHANNES,14,11/7/1840 0:00:00
16429,ANNA,14,11/10/1840 0:00:00
16430,NEPTUNE,14,11/23/1840 0:00:00
16431,BREMEN,14,12/11/1840 0:00:00
16432,LOUISE,14,5/22/1843 0:00:00
16433,MARIANNE,14,6/8/1843 0:00:00
16434,JOHANNES,14,6/8/1843 0:00:00
16435,CLEMENTINE,14,7/6/1843 0:00:00
16436,REPUBLIC,14,7/7/1843 0:00:00
16437,GOETHE,14,7/25/1843 0:00:00
16438,EDWINA,14,6/30/1843 0:00:00
16439,VIRGINIA,14,7/26/1843 0:00:00
16440,HENRY SHELTON,14,8/28/1843 0:00:00
16441,OMEN,22,7/29/1843 0:00:00
16442,LOUISE,14,10/2/1843 0:00:00
16443,REBECCA,14,10/16/1843 0:00:00
16444,JOHANNES,14,10/21/1843 0:00:00
16445,ANN,14,11/8/1843 0:00:00
16446,BOHL BOHLEN,14,11/9/1843 0:00:00
16447,GOETHE,14,12/21/1843 0:00:00
16448,REPUBLIC,14,12/22/1843 0:00:00
16449,COPERNICUS,14,6/7/1844 0:00:00
16450,ELISE,14,6/10/1844 0:00:00
16451,APOLLO,14,6/26/1844 0:00:00
16452,LOUISE,14,7/2/1845 0:00:00
16453,GOETHE,14,7/7/1845 0:00:00
16454,APOLLO,14,7/7/1845 0:00:00
16455,AMERICA,14,7/12/1845 0:00:00
16456,KRONPRINZ V HANNOVER,14,8/12/1845 0:00:00
16457,GRACE BROWN,14,7/17/1845 0:00:00
16458,HERALD,15,7/26/1845 0:00:00
16459,ALBERT,14,7/31/1845 0:00:00
16460,LATROBE,14,8/2/1845 0:00:00
16461,FRIEDRICH,14,8/2/1845 0:00:00
16462,CONDOR,14,8/9/1845 0:00:00
16463,CUMBERLAND,14,8/11/1845 0:00:00
16464,LOUISA,14,8/18/1845 0:00:00
16465,SOPHIA,14,8/19/1845 0:00:00
16466,REBECCA,14,8/19/1845 0:00:00
16467,COLUMBIA,15,8/20/1845 0:00:00
16468,ELISE,14,1/1/1840 0:00:00
16469,MARIANNE,14,2/19/1846 0:00:00
16470,COPERNICUS,14,6/2/1846 0:00:00
16471,SOPHIE,14,6/3/1846 0:00:00
16472,SCHILLER,14,6/26/1846 0:00:00
16473,GARONNE,14,7/6/1846 0:00:00
16474,POTOMAC,16,7/31/1846 0:00:00
16475,AVERON,14,8/3/1846 0:00:00
16476,FRANZISKA,14,8/5/1846 0:00:00
16477,CASPAR,14,8/5/1846 0:00:00
16478,REBECCA,14,8/6/1846 0:00:00
16479,BESSEL,14,8/6/1846 0:00:00
16480,LOUISA BLISS,14,8/7/1846 0:00:00
16481,ROB ROY,14,8/10/1846 0:00:00
16482,PAOLI,61,8/13/1846 0:00:00
16483,SIR ISAAC NEWTON,14,8/16/1846 0:00:00
16484,POST,14,8/26/1846 0:00:00
16485,ALBERT,14,8/29/1846 0:00:00
16486,ELISE,14,8/31/1846 0:00:00
16487,ELLERSLIE,14,8/31/1846 0:00:00
16488,FAVORITE,14,9/1/1846 0:00:00
16489,LUISE,14,9/17/1846 0:00:00
16490,GRACE BROWN,14,9/18/1846 0:00:00
16491,LEONTINE,14,9/18/1846 0:00:00
16492,HERALD,15,9/18/1846 0:00:00
16493,LA ANDELLE,16,9/3/1846 0:00:00
16494,GARONNE,15,9/18/1846 0:00:00
16495,HARVEST,14,10/3/1846 0:00:00
16496,COPERNICUS,14,10/3/1846 0:00:00
16497,JOHANNES,14,10/17/1846 0:00:00
16498,HERMITAGE,14,10/8/1846 0:00:00
16499,SCHILLER,14,10/12/1846 0:00:00
16500,MANCHESTER,14,10/13/1846 0:00:00
16501,MARIANNE,14,10/14/1846 0:00:00
16502,PALLAS,14,4/12/1847 0:00:00
16503,SCHILLER,14,4/17/1847 0:00:00
16504,HARVEST,15,4/27/1847 0:00:00
16505,LUISE,14,5/1/1847 0:00:00
16506,MARIANNE,14,5/19/1847 0:00:00
16507,JOHANNES,14,5/19/1847 0:00:00
16508,ALBERT,14,5/22/1847 0:00:00
16509,EMIGRANT,14,5/24/1847 0:00:00
16510,LOUISE SOPHIE,14,5/24/1847 0:00:00
16511,FRANZISKA,14,5/25/1847 0:00:00
16512,VIRGINIA,14,5/31/1847 0:00:00
16513,MISSISSIPPI,15,6/6/1847 0:00:00
16514,JOHANN JACOB,15,4/24/1847 0:00:00
16515,CLARA HENRIETTA,917,7/15/1847 0:00:00
16516,POST,14,7/26/1847 0:00:00
16517,HENRIETTA CLASINA,15,7/27/1847 0:00:00
16518,ELISE,14,7/30/1847 0:00:00
16519,LUISE,14,9/9/1847 0:00:00
16520,HARVEST,14,9/9/1847 0:00:00
16521,MARIANNE,14,9/9/1847 0:00:00
16522,RHONE,14,9/20/1847 0:00:00
16523,JOHANNES,14,9/24/1847 0:00:00
16524,ALBERT,14,9/24/1847 0:00:00
16525,B. BOHLEN,14,11/8/1847 0:00:00
16526,ELLERSLIE,14,11/9/1847 0:00:00
16527,LIVONIA,14,11/26/1847 0:00:00
16528,NEPTUNE,14,11/18/1847 0:00:00
16529,ADLER,14,11/30/1847 0:00:00
16530,COLUMBIA,14,12/6/1847 0:00:00
16531,LEANDER,14,12/11/1847 0:00:00
16532,SCHILLER,14,12/15/1847 0:00:00
16533,GUSTAV,14,1/15/1848 0:00:00
16534,MARIANNE,14,1/26/1848 0:00:00
16535,MARIANNE,14,6/2/1848 0:00:00
16536,PIONEER,14,6/5/1848 0:00:00
16537,BEETHOVEN,14,6/16/1848 0:00:00
16538,KIRKLAND,14,6/24/1848 0:00:00
16539,LUISE,14,6/27/1848 0:00:00
16540,PALLAS,14,7/7/1848 0:00:00
16541,FREDERICA,14,7/12/1848 0:00:00
16542,REPUBLIC,14,8/7/1848 0:00:00
16543,ANDALUSIA,14,8/22/1848 0:00:00
16544,HENRY SHELTON,15,8/28/1848 0:00:00
16545,HUNTINGDON,14,8/30/1848 0:00:00
18000,LOUISIANA,14,10/23/1850 0:00:00
18001,GEORGE STEVENS,22,6/8/1850 0:00:00
18002,TYRINGHAM,14,11/21/1850 0:00:00
18003,CHARLES HILL,22,11/29/1850 0:00:00
18004,ERNESTINE,14,6/4/1850 0:00:00
18005,PRINZ ADALBERT,27,12/30/1850 0:00:00
18006,SEA LION,22,6/10/1850 0:00:00
18007,EBERHARD,14,11/8/1852 0:00:00
18008,LEANTINE,14,1/14/1850 0:00:00
18010,FIDES,16,4/23/1850 0:00:00
18011,VIOLA,16,1/14/1850 0:00:00
18012,PRESIDENT SMIDT,14,5/24/1850 0:00:00
18013,WOODSIDE,15,1/15/1850 0:00:00
18014,BRUTUS,14,1/22/1850 0:00:00
18015,CHARLEMAGNE,16,10/17/1850 0:00:00
18017,COLUMBUS,14,10/31/1850 0:00:00
18018,LOUISIANA,14,5/25/1850 0:00:00
18019,PRESIDENT SMIDT,14,11/25/1850 0:00:00
18020,PYRAMID,16,11/25/1850 0:00:00
18021,OCEAN QUEEN,14,10/23/1850 0:00:00
18022,EOLUS,14,11/6/1850 0:00:00
18023,CAROLINE MARY CLARK,16,11/22/1850 0:00:00
18024,LEMUEL DYER,16,12/5/1850 0:00:00
18025,ATHENS,16,6/12/1850 0:00:00
18026,CALLENDER,16,4/30/1850 0:00:00
18027,MARTHA,14,11/29/1850 0:00:00
18029,BRUNSWICK THOMAS,16,3/12/1850 0:00:00
18030,LEIBNITZ,23,11/2/1850 0:00:00
18031,SAMUEL DYER,16,3/20/1850 0:00:00
18032,CALCUTTA,14,11/25/1850 0:00:00
18033,OTTAWA,42,3/11/1850 0:00:00
18034,J.C. CALHOUN,22,1/23/1850 0:00:00
18035,JOHN BELL,155,6/4/1850 0:00:00
18036,GRANADA,22,1/31/1850 0:00:00
18037,DELAWARE,14,11/25/1850 0:00:00
18038,DALMA,49,3/16/1850 0:00:00
18039,ONWARD,16,3/4/1850 0:00:00
18041,ARCADIA,16,12/24/1850 0:00:00
18042,LYCURGUS,310,10/31/1850 0:00:00
18043,HEINRICH VON GAGERN,14,1/27/1850 0:00:00
18044,DUC DE BRABANT,22,4/4/1851 0:00:00
18045,ARTHUR,4,3/27/1851 0:00:00
18046,ESPINDOLA,16,4/2/1851 0:00:00
18047,MORTIMER LIVINGSTON,16,4/8/1851 0:00:00
18048,BRASOS,34,4/30/1851 0:00:00
18049,CORNELIA,16,5/20/1851 0:00:00
18050,SAMUEL DYER,16,5/11/1851 0:00:00
18051,LEXINGTON,16,4/7/1851 0:00:00
18052,LOUISIANA,14,5/19/1851 0:00:00
18053,OLBERS,14,5/28/1851 0:00:00
18054,EUROPA,14,5/24/1851 0:00:00
18055,DIANA,14,5/25/1851 0:00:00
18056,JOHN HANCOCK,16,5/20/1851 0:00:00
18057,REBECCA,14,11/4/1851 0:00:00
18058,ERNESTINE,14,11/8/1851 0:00:00
18059,DIANA,14,11/8/1851 0:00:00
18060,OLDERS,14,11/8/1851 0:00:00
18061,ISAAC BELL,16,11/4/1851 0:00:00
18062,JOHAN SCHMIDT,14,11/10/1851 0:00:00
18063,GLOBE,16,12/8/1851 0:00:00
18064,MILAN,14,12/2/1851 0:00:00
18065,NEW ENGLAND,16,12/1/1851 0:00:00
18066,STATE OF MAINE,16,11/26/1851 0:00:00
18067,ITALY,14,11/28/1851 0:00:00
18068,EDMUND,14,11/21/1851 0:00:00
18069,KENNEBER,49,1/2/1854 0:00:00
18070,PETER GODEFFREY,14,12/15/1851 0:00:00
18071,ELIZABETH HAMILTON,16,1/26/1852 0:00:00
18072,UHLAND,14,12/10/1851 0:00:00
18073,STATESMAN,16,6/29/1850 0:00:00
18074,WELKER,14,1/28/1852 0:00:00
18075,JOHANNES,14,1/28/1851 0:00:00
18076,SHARON,16,1/30/1852 0:00:00
18077,OLDENBURG,14,12/29/1851 0:00:00
18078,JOHANNA,14,12/30/1851 0:00:00
18079,PRINCESS ALICE,4,11/10/1851 0:00:00
18080,BELLE ASSISE,16,12/23/1851 0:00:00
18081,STEPHANIE,14,12/23/1851 0:00:00
18082,DUC DE BRABANT,22,12/16/1851 0:00:00
18083,JENNESS,23,12/1/1851 0:00:00
18084,BEATRICE,16,1/28/1852 0:00:00
18085,BUENA VISTA,16,1/14/1850 0:00:00
18086,PORT OF NEW ORLEANS,16,2/3/1852 0:00:00
18087,MARIA,4,2/3/1852 0:00:00
18088,AMELIA,16,3/31/1852 0:00:00
18089,MARY SMITH,15,2/3/1852 0:00:00
18090,LEXINGTON,16,3/5/1852 0:00:00
18091,MINNESOTA,16,2/3/1852 0:00:00
18092,CHESAPEAKE,16,3/13/1852 0:00:00
18093,MIDDLESEX,16,3/13/1852 0:00:00
18094,MANCHESTER,16,3/16/1852 0:00:00
18095,OLD ENGLAND,16,4/4/1852 0:00:00
18096,ELISABETH,16,3/31/1852 0:00:00
18097,CAVACK,16,4/13/1852 0:00:00
18098,CHARLES HOLMES,16,6/28/1852 0:00:00
18099,ARCADIA,16,4/14/1852 0:00:00
18100,ERNESTINE,14,5/10/1852 0:00:00
18101,EDMUND,14,6/23/1852 0:00:00
18102,UHLAND,14,6/18/1852 0:00:00
18103,JOHAN SCHMIDT,14,6/4/1852 0:00:00
18104,HEINRICH VON GAGERN,14,5/17/1852 0:00:00
18105,OLBERS,14,5/31/1852 0:00:00
18106,HARRIET FRANCES,23,6/8/1852 0:00:00
18107,PRESIDENT SMIDT,14,5/19/1852 0:00:00
18108,JULIUS,14,5/25/1852 0:00:00
18109,DIANA,14,5/31/1852 0:00:00
18110,ADMIRAL BROWNING,14,6/14/1852 0:00:00
18111,COLUMBIA,14,5/19/1852 0:00:00
18112,EBERHARD,14,5/20/1852 0:00:00
18113,LEIBNITZ,23,5/26/1852 0:00:00
18114,NAOMI,14,5/25/1852 0:00:00
18115,JERSEY,14,10/21/1852 0:00:00
18116,REBECCA,14,10/26/1852 0:00:00
18117,ELIZABETH DENISON,14,10/23/1852 0:00:00
18118,PYRAMID,16,10/26/1852 0:00:00
18119,HEINRICH VON GAGERN,14,10/6/1852 0:00:00
18120,RICHARD COBDEN,14,10/11/1852 0:00:00
18121,OLD ENGLAND,16,10/21/1852 0:00:00
18122,OLBERS,14,10/26/1852 0:00:00
18123,STEPHANIE,14,11/20/1852 0:00:00
18124,MARION,14,10/21/1852 0:00:00
18125,GLOBE,16,11/19/1852 0:00:00
18127,SEA EAGLE,16,8/28/1852 0:00:00
18128,OLYMPUS,16,10/2/1852 0:00:00
18129,WASHINGTON,23,11/6/1852 0:00:00
18130,JULIUS,14,11/3/1852 0:00:00
18131,COLUMBIA,14,10/28/1852 0:00:00
18132,GEORGE HURLBUT,16,12/2/1851 0:00:00
18133,PRESIDENT SMIDT,14,10/27/1852 0:00:00
18134,SIR ROBERT PEEL,23,10/27/1852 0:00:00
18135,BREMERHAVEN,14,10/27/1852 0:00:00
18136,ATLAS,16,11/12/1852 0:00:00
18137,EVA,14,11/10/1852 0:00:00
18138,CORINTHIAN,16,11/18/1852 0:00:00
18139,SUMMER,22,7/22/1852 0:00:00
18140,COPERNICUS,999,11/18/1852 0:00:00
18141,HANNAAH CROOKER,14,11/22/1852 0:00:00
18142,LOUISIANA,14,10/21/1852 0:00:00
18143,SARAH,14,10/25/1852 0:00:00
18144,AROLUS,14,10/27/1852 0:00:00
18145,MURILLO,22,11/10/1852 0:00:00
18146,ROBERT KELLY,16,11/10/1852 0:00:00
18147,THE QUEEN,4,6/24/1852 0:00:00
18148,LEMUEL DYER,16,2/12/1853 0:00:00
18149,MARY CURSON,4,2/15/1853 0:00:00
18150,SIR ISAAC NEWTON,23,6/7/1852 0:00:00
18151,HOWARD,16,6/11/1852 0:00:00
18152,INCA,16,6/7/1852 0:00:00
18153,BELLECARRIGG,4,6/7/1852 0:00:00
18154,BRUNSWICK THOMAS,16,6/2/1852 0:00:00
18155,ALEXANDER GRANT,4,6/5/1852 0:00:00
18156,UNCAS,4,5/31/1852 0:00:00
18157,WINDSOR FAY,16,5/8/1852 0:00:00
18158,JOHN HOLLAND,16,5/8/1852 0:00:00
18159,STATE OF MAINE,16,5/11/1852 0:00:00
18160,TIRRELL,16,5/18/1852 0:00:00
18161,JOHN CURRIER,61,5/21/1852 0:00:00
18162,GLOBE,16,5/26/1852 0:00:00
18163,CHARLES HILL,16,5/31/1852 0:00:00
18164,MOBILE,16,5/31/1852 0:00:00
18165,EASTERN QUEEN,16,10/1/1852 0:00:00
18166,BELLE ASSISE,16,5/12/1852 0:00:00
18167,EUROPEAN,61,1/3/1852 0:00:00
18168,NEPTUNE,14,5/10/1852 0:00:00
18169,ASTORIA,4,7/15/1852 0:00:00
18170,GRANADA,4,7/16/1852 0:00:00
18171,VENICE,16,6/30/1852 0:00:00
18172,HANSA,23,10/27/1852 0:00:00
18173,ARBUR,16,5/31/1852 0:00:00
18174,JOHAN SCHMIDT,14,11/30/1852 0:00:00
18175,EDMUND,14,12/2/1852 0:00:00
18176,UHLAND,14,11/29/1852 0:00:00
18177,FALCON,225,11/26/1852 0:00:00
18178,INCA,16,11/26/1852 0:00:00
18179,ERNST MORITZ ARNDT,14,11/26/1852 0:00:00
18180,PETERSBURG,61,11/24/1852 0:00:00
18181,STATESMAN,16,1/28/1852 0:00:00
18182,GEORGE HURLBUT,16,3/1/1853 0:00:00
18183,OLD ENGLAND,16,3/17/1853 0:00:00
18184,WURTEMBERG,16,3/18/1853 0:00:00
18185,GEORGE TURNER,16,3/19/1853 0:00:00
18186,JANE H GLIDDEN,16,3/21/1853 0:00:00
18187,BROTHERS,16,5/3/1853 0:00:00
18188,ITZSTEIN & WELCKER,15,3/21/1853 0:00:00
18189,EMPEROR,16,4/1/1853 0:00:00
18190,JOSEPH HOLMES,16,5/5/1853 0:00:00
18191,LOUISIANA,14,5/7/1853 0:00:00
18192,REBECCA,14,5/8/1853 0:00:00
18193,SAHRAH PURINGTON,16,5/9/1853 0:00:00
18194,AUGUSTE,14,5/12/1853 0:00:00
18195,HEINRICH VON GAGERN,14,5/12/1853 0:00:00
